2110753,191934,438813
2110427,206265,459431
2110755,192300,439070
2110739,191289,438014
2111017,210222,445516
2110249,207203,456106
2110963,203260,443659
2110332,205155,457004
2110245,206928,455306
2110719,190510,443238
2110932,202065,442758
2110933,202091,443006
2110868,193242,442825
2110395,203210,462708
2110393,202918,462499
2110114,202802,451995
2110760,190474,448534
2111068,211971,448499
2110619,188177,448004
2110093,200013,448122
2110734,191061,439380
2111030,211453,445218
2110573,194606,450433
2110053,201114,451386
2110972,203786,443905
2110911,199109,441478
2110969,203564,444385
2111002,210597,441133
2110863,192781,441883
2110751,191810,442086
2110993,205157,442012
2110725,190317,442049
2110723,189718,442660
2110938,203210,441747
2110999,209174,441371
2110941,203704,441599
2110087,199460,447962
2110094,200103,447302
2110262,207894,454997
2110279,209665,456979
2110107,202135,449773
2110576,195013,449632
2111010,209002,445150
2110098,200916,448556
2110669,187145,450421
2111081,212933,448427
2110331,205055,456506
2110786,191589,448287
2110956,202759,445039
2111003,207258,444942
2110565,193645,450375
2110149,206732,450331
2110110,202480,451599
2110539,197077,451538
2110505,193349,452680
2110055,201637,452263
2110122,203876,452025
2111065,211856,449198
2110305,201963,453846
2110499,192793,453609
2110150,206769,451337
2110236,206619,456601
2111023,210877,443156
2110925,200588,443043
2110910,199070,443198
2110775,191247,443583
2110854,191833,442548
2110853,191358,442409
2110918,199432,442537
2110243,206884,454298
2110935,202365,442972
2110585,195980,450293
2110871,193573,442367
2110811,192681,444420
2110992,204993,444495
2111043,212884,444670
2111039,212381,444713
2110771,191048,443665
2110700,187406,444674
2110903,198654,443663
2110709,189533,443801
2110986,204638,445688
2110949,201717,446819
2111026,211189,442750
2110621,188310,447297
2110684,184995,444292
2110757,189735,447287
2110878,194062,440614
2110866,193108,441045
2110379,203117,459526
2110882,194406,441489
2110724,190299,441543
2110926,200677,442445
2111016,210179,444616
2110223,205570,451612
2110648,185666,451929
2110629,183078,451149
2110023,200107,453242
2110946,205030,438243
2110160,207355,449357
2110923,199981,442339
2110788,191703,446987
2111011,209231,446823
2110950,202121,446015
2110991,204937,445877
2110774,191143,447652
2110796,191953,447141
2110601,185547,447604
2110687,185655,443225
2110618,188130,448472
2110545,191583,451769
2110460,192483,457206
2110483,193551,457833
2110906,198795,443413
2110626,188816,449451
2110745,191530,440701
2110790,191717,444198
2110795,191924,445495
2110501,193048,452090
2110514,194143,451117
2110838,195895,444211
2110488,193852,455651
2110288,200468,454602
2110204,204342,452673
2110340,200752,460520
2110011,197190,454150
2110189,202948,453360
2110231,206489,453478
2110475,193139,455341
2110890,195168,442297
2110435,206741,458893
2110401,203469,461719
2110337,200618,460561
2110195,203592,452931
2110388,202591,461007
2110224,205613,454988
2110246,206936,454810
2110423,205650,457728
2110271,208657,457316
2110104,201776,450278
2110193,203339,454428
2110373,202567,459678
2110960,203014,443099
2111055,211352,450644
2110773,191094,448556
2110072,197247,448837
2110121,203714,450803
2110990,204863,446773
2110797,191968,444029
2110100,200931,449003
2110091,199883,448586
2110805,192284,445161
2110663,186711,450551
2110530,195902,450888
2110026,200475,452590
2110043,200098,451223
2110564,193426,451169
2110948,207882,439960
2110238,206665,456023
2110914,199218,443346
2110880,194113,442724
2110779,191408,444095
2110791,191787,444477
2111037,212177,445022
2110705,188022,444486
2110570,194290,449398
2110921,199692,444227
2110798,191970,444354
2110852,198195,442649
2110343,201065,460561
2110523,195059,453801
2110200,203927,453944
2110965,203347,445201
2110275,208781,455407
2110298,201401,456115
2110347,201229,458476
2110383,201227,461303
2110389,202602,460535
2110342,201054,459737
2110412,204221,462436
2110320,203277,455021
2110678,189056,450081
2110146,206420,448020
2110073,197583,447985
2110151,206829,447947
2110169,207823,448110
2111076,212634,448257
2111067,211950,448089
2110154,206990,448202
2111058,211497,447809
2110783,191506,447218
2110143,206074,448229
2110092,199971,447683
2110144,206340,449654
2110059,196101,447377
2110044,200305,451264
2110088,199584,447416
2110770,191000,447029
2110976,204029,446915
2110155,207008,448838
2110267,208095,455764
2110600,185364,447026
2110985,204619,447061
2110756,189709,446964
2110129,204439,450045
2110234,206542,454925
2110045,200437,451435
2110398,203267,461686
2110704,187946,444437
2110981,204328,441787
2110381,203892,458742
2110977,204149,441990
2111082,213032,448217
2110628,189375,449531
2110126,204125,449553
2110556,192340,449460
2110180,209589,449994
2110577,195045,449330
2110653,185955,449424
2110148,206706,449548
2110581,195301,449318
2110139,205654,448411
2111071,212291,448965
2110102,201374,449297
2110908,198862,444725
2111041,212495,443853
2110777,191301,446061
2110764,190692,446833
2110959,202862,447325
2110962,203102,447355
2110070,197188,447141
2110604,185846,447115
2110602,185637,446639
2110643,184069,450602
2110598,185258,446833
2110729,190541,442035
2110761,190498,445810
2110784,191506,443621
2110818,192075,443033
2110553,192121,452065
2111045,213329,443565
2110461,192512,454580
2110476,193184,456531
2110842,196916,445306
2110287,200319,456642
2110312,202602,454316
2110494,191700,453276
2110504,193298,454052
2110184,202573,453009
2110183,202500,453147
2110244,206913,455991
2110434,206737,457929
2110386,202085,462372
2110248,207106,457307
2110132,204787,449993
2110145,206417,449949
2111080,212904,449844
2110612,187252,447113
2110082,199227,448102
2110594,184721,449145
2110141,205857,449288
2110103,201470,449614
2111078,212782,449315
2110644,184440,449753
2110096,200338,449243
2110127,204372,449136
2110097,200500,448582
2110561,193000,449662
2110264,208058,454157
2110166,207561,449082
2110136,205263,448973
2110438,206935,458471
2110131,204684,449190
2110566,193689,450734
2110569,193972,450588
2110554,192279,450751
2110054,201180,450829
2110582,195348,450624
2110650,185767,450679
2110164,207530,450440
2111032,211549,445482
2110677,188106,450468
2110699,187267,445222
2111015,209912,445174
2110814,193052,445327
2110826,194197,444877
2110177,208438,450327
2110623,188443,445259
2110111,202631,450329
2111006,208230,445073
2110047,200608,450666
2111004,207500,445261
2110967,203382,444993
2110555,192289,450418
2110575,194809,450610
2110050,200962,450287
2110649,185677,450379
2110168,207768,451633
2110580,195136,450422
2110661,186540,450299
2110106,202130,450772
2110174,208056,450646
2110540,191151,450504
2110557,192507,450966
2111070,212120,449759
2110051,201020,451547
2110624,188618,449080
2111084,213107,449175
2110101,201121,449012
2110559,192647,449711
2110170,207839,449114
2110159,207146,448373
2111083,213033,448723
2110134,205057,448527
2111007,208287,444493
2111009,208993,444391
2110075,197730,449741
2110563,193355,449596
2110120,203619,449741
2110567,193731,449739
2110179,209116,449632
2110217,205184,451731
2111051,211001,448375
2110065,196866,448561
2110579,195130,448538
2110173,208031,448446
2110095,200158,448681
2110076,197745,448393
2110034,201528,452334
2110843,197097,442989
2110599,185325,447981
2111056,211394,448704
2110140,205828,448806
2110667,187024,451364
2110844,197246,445134
2111012,209371,444750
2110268,208359,454690
2110543,191417,452630
2110086,199333,448618
2111020,210644,445284
2110793,191826,444071
2110099,201096,448321
2110058,195991,448300
2110593,184654,448221
2110176,208084,450934
2110040,198403,450740
2111008,208921,444543
2110118,203191,450917
2111063,211686,448948
2110133,205005,451474
2110721,190542,442270
2110888,195016,442149
2110436,206757,462231
2110697,186981,442705
2111040,212447,444853
2110889,195155,442774
2110858,192452,443060
2110964,203308,443417
2110975,203995,443091
2110511,193992,451828
2110165,207538,451399
2110508,193581,452250
2111069,211978,449440
2110161,207386,452079
2110660,186514,451025
2110560,192795,451180
2110153,206986,451216
2110674,187624,451267
2110229,206203,451679
2110652,185830,452345
2110032,201321,452306
2110497,192349,452356
2110225,205631,452238
2110171,207894,451157
2110198,203763,453652
2110015,197565,453575
2110186,202693,453578
2110259,207605,453651
2110702,187595,443251
2110919,199549,443474
2110845,197351,443491
2111027,211190,443254
2110591,196683,450957
2111090,215356,451741
2111021,210844,445738
2110655,186023,450878
2110039,198307,450975
2110541,191294,450935
2110004,196515,452639
2110162,207394,450961
2110041,198702,450783
2110520,194747,450905
2110147,206506,450741
2110636,183524,452766
2110185,202589,452782
2110115,202837,451742
2110057,201988,451864
2110437,206859,463094
2110524,195098,451640
2110534,196506,451629
2110152,206889,451722
2110548,191677,451386
2110722,190871,442349
2110537,196788,451504
2110119,203336,451936
2110226,205884,452160
2110218,205185,452285
2110038,197323,452000
2110536,196718,451903
2110158,207139,452098
2110240,206780,455379
